Transaction,Item
977,detergent
977,Bread
978,Fudge
979,Coffee
980,Coffee
980,Empanadas
980,detergent
981,Bread
981,Coffee
981,Sugar
982,Coffee
982,Smoothies
982,Juice
982,detergent
982,Canned beans
983,coffee sweetner
983,Sandwich
983,Hot chocolate
983,Coffee
983,Milk
983,Cookies
984,Tea
984,Coffee
985,Bread
985,Cookies
986,coffee sweetner
986,Cookies
986,Bread
986,Bread
987,Tea
987,Sugar
988,Tea
988,Bread
989,Coffee
989,coffee sweetner
990,Bread
991,Empanadas
991,Coffee
992,Bread
993,Coffee
993,Hot chocolate
994,Coffee
995,Coffee
995,Sugar
996,Tea
996,Hot chocolate
996,Sugar
996,Tomato sauce
997,Coffee
997,Keeping It Local
998,Coffee
999,coffee sweetner
1000,Milk
1000,Chimichurri Oil
1001,Bread
1001,Tomato sauce
1002,Sugar
1002,Focaccia
1003,Coffee
1003,Bread
1004,Coffee
1004,Tea
1004,Art Tray
1004,Cookies
1005,Coffee
1006,Bread
1007,Coffee
1007,coffee sweetner
1007,coffee sweetner
1007,Coke
1008,Bread
1009,Bread
1010,Bread
1010,butter
1010,Eggs
1010,Coffee
1011,Coffee
1012,Bread
1012,Keeping It Local
1013,Bread
1014,Coffee
1014,Milk
1015,Bread
1015,Yogurt
1015,butter
1015,Eggs
1016,Eggs
1017,Coffee
1018,Bread
1018,Yogurt
1019,Bread
1020,Keeping It Local
1020,Bread
1021,Bread
1021,Eggs
1022,Tea
1023,Coffee
1023,Coffee
1023,butter
1023,Keeping It Local
1024,Coffee
1025,Tea
1026,Hot chocolate
1027,Tea
1027,Sandwich
1028,Bread
1029,Eggs
1029,Rice
1029,Sugar
1030,Coffee
1030,Rice
1031,Bread
1032,Coffee
1032,Eggs
1033,Coffee
1034,Coffee
1034,Eggs
1035,Coffee
1036,Coffee
1036,Hot chocolate
1036,Sugar
1036,Bread
1037,Bread
1037,Bread
1038,Bread
1039,Coffee
1039,Sugar
1040,Ella's Kitchen Pouches
1040,Coffee
1040,Coffee
1040,Eggs
1040,butter
1041,Butter
1042,Bread
1043,Ella's Kitchen Pouches
1044,Coffee
1044,Coffee
1044,Rice
1046,Tea
1046,Coffee
1046,Tomato sauce
1047,Coffee
1048,butter
1048,Sugar
1049,Sugar
1049,Bread
1050,Bread
1050,Coffee
1051,Bread
1051,butter
1052,coffee sweetner
1052,Bread
1053,Sugar
1053,Rice
1053,Milk
1054,Coffee
1055,Fudge
1056,Tea
1056,Sugar
1057,Bread
1058,Bread
1058,Rice
1059,Milk
1060,Bread
1061,Coffee
1062,Bread
1063,Coffee
1063,detergent
1064,detergent
1065,Coffee
1065,Bread
1065,Coffee
1065,coffee sweetner
1065,coffee sweetner
1066,Yogurt
1068,Yogurt
1068,Chimichurri Oil
1069,Yogurt
1070,Sandwich
1071,detergent
1071,Bread
1072,Coffee
1072,Art Tray
1072,Soft drinks
1072,Sandwich
1073,Milk
1073,Fairy Doors
1074,Mineral water
1074,Cookies
1075,Sugar
1075,Coffee
1075,Coffee
1076,Bread
1076,Canned beans
1077,Canned beans
1077,Bread
1078,Milk
1078,Focaccia
1080,Fudge
1081,Coffee
1081,Tea
1081,Cake
1082,Coffee
1083,Tomato sauce
1084,Coffee
1084,Coffee
1084,Sugar
1085,Milk
1086,Rice
1086,Coffee
1087,detergent
1087,Coke
1087,Hot chocolate
1087,Fudge
1088,Sandwich
1088,Juice
1088,coffee sweetner
1089,Coffee
1089,coffee sweetner
1090,Sugar
1090,Coffee
1090,Hot chocolate
1090,Coffee
1090,Juice
1091,Milk
1092,Coffee
1093,Hot chocolate
1093,Cooking oil
1093,Cake
1094,detergent
1094,Sandwich
1094,Tea
1094,coffee sweetner
1094,coffee sweetner
1095,Mineral water
1096,Bread
1097,Milk
1098,Tea
1099,Tea
1100,Fudge
1101,Milk
1102,Coffee
1103,Coffee
1104,Eggs
1104,Coffee
1105,Bread
1106,Bread
1106,butter
1106,Eggs
1106,Coffee
1107,butter
1107,Bread
1108,Coffee
1108,Coffee
1108,Hot chocolate
1108,Bread
1108,butter
1108,Eggs
1109,Coffee
1110,Butter
1110,Bread
1111,Eggs
1112,Eggs
1112,Eggs
1112,Bread
1114,Coffee
1115,Coffee
1116,Bread
1117,Coffee
1117,Rice
1118,Eggs
1118,Bread
1119,Bread
1120,Bread
1120,Eggs
1121,Coffee
1121,butter
1121,Sugar
1122,Eggs
1122,Milk
1123,Bread
1124,Coffee
1124,Rice
1125,Bread
1126,Coffee
1127,Eggs
1127,Rice
1128,Bread
1129,Coffee
1130,coffee sweetner
1130,Bread
1130,Milk
1131,Coffee
1132,Bread
1133,Eggs
1134,Coffee
1134,Milk
1135,Coffee
1135,Tea
1135,Sugar
1135,Tomato sauce
1135,Rice
1136,Fresh vegetables
1136,Coffee
1137,Coffee
1137,Coffee
1138,coffee sweetner
1138,Milk
1139,Coffee
1139,Eggs
1139,Hot chocolate
1140,Coffee
1140,Rice
1140,coffee sweetner
1141,Yogurt
1141,Coffee
1141,Coffee
1141,Rice
1141,Sugar
1142,Bread
1142,Coffee
1142,Eggs
1142,Yogurt
1143,Yogurt
1143,Milk
1144,Tomato sauce
1144,Bread
1144,Coffee
1145,Soft drinks
1145,detergent
1145,Coffee
1145,Coffee
1146,Milk
1146,Eggs
1147,Sugar
1147,Tomato sauce
1147,Coffee
1147,Coffee
1148,Milk
1149,Coke
1150,Sandwich
1150,detergent
1150,Coffee
1150,coffee sweetner
1151,Tea
1151,Juice
1151,Canned beans
1151,Canned beans
1152,Tomato sauce
1153,Coffee
1153,Coffee
1153,Rice
1153,Sugar
1154,Bread
1155,Bowl Nic Pitt
1155,Soft drinks
1155,Rice
1155,Coffee
1156,detergent
1156,Soft drinks
1156,Sugar
1156,Coffee
1156,Tea
1157,Hot chocolate
1157,Coffee
1157,Rice
1157,coffee sweetner
1158,Milk
1158,Keeping It Local
1158,Tea
1158,Coffee
1158,coffee sweetner
1159,Bread
1160,Fudge
1161,Yogurt
1162,Yogurt
1163,Coffee
1163,Coffee
1163,Sugar
1163,Rice
1164,detergent
1164,Coffee
1164,Bread
1165,Soft drinks
1165,Bread
1165,Rice
1166,Yogurt
1166,Bread
1166,Rice
1167,Bread
1168,Bread
1168,Coffee
1168,Bread
1169,Yogurt
1170,Bread
1170,Coffee
1170,Rice
1170,Cookies
1171,Hot chocolate
1171,Coffee
1172,Rice
1172,Butter
1173,Coffee
1173,Hot chocolate
1173,Tea
1174,Coffee
1174,Coffee
1174,coffee sweetner
1175,Tea
1175,Canned beans
1175,Yogurt
1176,Bread
1176,Coffee
1176,coffee sweetner
1176,Cookies
1177,Canned beans
1177,Sandwich
1177,Bread
1177,Rice
1177,Sugar
1178,Coffee
1178,Tomato sauce
1178,Sugar
1178,coffee sweetner
1179,Coffee
1179,Tea
1179,Bread
1180,Tea
1180,Coffee
1180,Rice
1180,Keeping It Local
1181,Coffee
1181,coffee sweetner
1182,Bread
1183,Tea
1183,Hot chocolate
1183,coffee sweetner
1184,Bread
1185,coffee sweetner
1185,Tomato sauce
1186,Bread
1187,Bread
1187,Sugar
1187,Rice
1188,Coffee
1188,Sugar
1188,Coffee
1189,Bread
1189,Bread
1190,Bread
1190,coffee sweetner
1190,Rice
1191,Tomato sauce
1191,Soft drinks
1192,Coffee
1193,Bread
1194,Coffee
1194,Rice
1195,Rice
1196,Juice
1197,Coffee
1198,Rice
1199,Bread
1200,Coffee
1201,Fresh vegetables
1201,Coffee
1201,Tea
1202,Coffee
1203,Coffee
1203,Tea
1204,Eggs
1204,Coffee
1205,Eggs
1205,Bread
1205,Coffee
1205,butter
1205,Yogurt
1206,Bread
1206,butter
1206,Bread
1207,Eggs
1207,Coffee
1207,Bread
1208,butter
1209,Bread
1210,Eggs
1210,butter
1210,Bread
1211,Coffee
1211,Keeping It Local
1212,Bread
1212,Yogurt
1212,Butter
1212,butter
1213,Bread
1214,Coffee
1214,Eggs
1215,Coffee
1216,Tea
1216,Bread
1217,Bread
1217,butter
1218,Canned beans
1219,Milk
1220,Coffee
1220,Hot chocolate
1220,butter
1221,Bread
1221,Rice
1222,Coffee
1222,Keeping It Local
1223,Bread
1223,Coffee
1223,Eggs
1224,Coffee
1224,butter
1224,Bread
1225,Eggs
1226,Sugar
1227,Rice
1228,Canned beans
1229,Coffee
1229,Bread
1230,Coffee
1230,coffee sweetner
1231,Coffee
1231,Coffee
1231,Keeping It Local
1231,Bread
1232,Bread
1233,Coffee
1234,Coffee
1234,Coffee
1234,Hot chocolate
1234,Eggs
1235,Sugar
1235,Bread
1236,Bread
1237,Sandwich
1237,Coffee
1237,Coffee
1238,Bread
1238,Bread
1238,Sugar
1239,Sugar
1239,Coffee
1239,Bread
1240,Sandwich
1240,Sugar
1240,Hot chocolate
1240,Coffee
1241,Coffee
1242,Bread
1242,Mineral water
1243,Coffee
1243,Coffee
1244,Bread
1245,Bread
1246,Coffee
1247,Bread
1248,Bacon
1248,Art Tray
1248,Coffee
1248,Coffee
1248,Juice
1249,Bread
1250,Coffee
1251,Canned beans
1251,Coffee
1251,Tea
1252,Sugar
1252,Eggs
1252,Rice
1253,Bread
1254,Bread
1254,Sugar
1254,Rice
1254,Bread
1254,Cooking oil
1255,Sugar
1255,coffee sweetner
1255,Coffee
1255,Bread
1256,Bread
1256,Butter
1256,Spread
1257,Sugar
1258,Coffee
1258,Canned beans
1259,Bread
1259,Bread
1259,Keeping It Local
1259,Canned beans
1259,Tea
1260,Coffee
1260,Coke
1260,Mineral water
1260,Bread
1260,Sugar
1261,Rice
1261,Coffee
1261,Tea
1262,Bread
1263,Bread
1264,Coffee
1264,Coffee
1264,Tea
1264,Soft drinks
1264,Keeping It Local
1264,Bread
1265,Cookies
1266,Bread
1266,Cake
1267,Coffee
1267,Coffee
1267,Fudge
1267,Bread
1268,Rice
1269,Coffee
1269,Kids biscuit
1270,Juice
1270,Rice
1270,Sugar
1271,Kids biscuit
1272,Kids biscuit
1273,Art Tray
1273,Fresh vegetables
1274,Fudge
1274,Cooking oil
1274,Kids biscuit
1274,Rice
1275,Coffee
1276,Coffee
1277,Tea
1277,Eggs
1278,Eggs
1278,Coffee
1279,Coffee
1280,Coffee
1280,Eggs
1281,butter
1281,Coffee
1282,Keeping It Local
1282,Tea
1282,Coffee
1282,Coffee
1283,Yogurt
1284,Tea
1284,Tomato sauce
1285,Yogurt
1286,Coffee
1286,Keeping It Local
1287,Eggs
1287,Tomato sauce
1287,Tea
1288,Tea
1288,Keeping It Local
1289,Eggs
1289,butter
1289,Tomato sauce
1290,butter
1291,Focaccia
1291,Yogurt
1292,Coffee
1292,Bread
1293,Coffee
1293,Tomato sauce
1294,Coffee
1294,Coffee
1294,Kids biscuit
1295,Coffee
1295,Tea
1296,Coffee
1296,Coffee
1297,Bread
1297,Bread
1298,Bread
1299,Eggs
1300,Bread
1301,Tea
1301,Bread
1303,Mineral water
1303,Coffee
1303,Kids biscuit
1303,Rice
1304,butter
1305,Coffee
1305,Keeping It Local
1306,Bread
1306,Sandwich
1306,Tea
1307,Fudge
1307,Fudge
1307,Bread
1307,Tomato sauce
1308,Sandwich
1308,Coffee
1309,Coffee
1309,Tea
1309,Tomato sauce
1310,Bread
1311,Sandwich
1311,Coffee
1311,Tea
1313,Coffee
1314,Sandwich
1314,Bread
1315,Canned beans
1315,Canned beans
1315,coffee sweetner
1315,Tomato sauce
1316,Soft drinks
1316,Rice
1316,Coffee
1316,Coffee
1317,Sandwich
1317,Hot chocolate
1317,Coffee
1317,Canned beans
1317,Cookies
1318,Bread
1318,Bread
1318,Sandwich
1319,Yogurt
1320,Coffee
1320,Rice
1321,Milk
1321,Bread
1322,Sandwich
1322,detergent
1322,Coffee
1322,Tea
1323,Yogurt
1324,Coffee
1324,Tea
1325,detergent
1325,Butter
1325,Rice
1325,Coffee
1326,Bread
1327,Coffee
1327,detergent
1328,Coffee
1328,Coffee
1328,Rice
1329,Bread
1329,Rice
1329,Kids biscuit
1330,Coffee
1330,Bread
1331,Coffee
1332,Rice
1333,Ella's Kitchen Pouches
1333,Bread
1333,Rice
1334,detergent
1334,Sandwich
1334,Soft drinks
1335,Bread
1335,Sandwich
1336,Coffee
1336,Bread
1336,Coffee
1336,Bread
1336,Cookies
1337,Bread
1337,Art Tray
1337,Tea
1337,Hot chocolate
1338,Art Tray
1338,Coffee
1338,Hot chocolate
1338,Juice
1338,Rice
1339,Hot chocolate
1339,Coffee
1340,Yogurt
1341,Yogurt
1341,Rice
1342,Coffee
1342,Eggs
1343,Bread
1343,Keeping It Local
1344,Coffee
1345,Bread
1346,Eggs
1346,Tea
1346,Coffee
1347,Hot chocolate
1348,Coffee
1349,Coke
1350,Coffee
1351,Yogurt
1352,Coffee
1352,Coffee
1352,Keeping It Local
1352,Bread
1353,Coffee
1353,Tomato sauce
1354,Coffee
1355,Coffee
1355,Tea
1355,Keeping It Local
1356,Coffee
1356,Keeping It Local
1357,Coffee
1357,Tea
1358,Coffee
1359,Coffee
1360,Coffee
1360,Bread
1361,Coffee
1362,Bread
1363,Yogurt
1364,Coffee
1364,Kids biscuit
1365,Tea
1365,Rice
1366,Bread
1367,Coffee
1367,butter
1368,Milk
1368,Coffee
1368,detergent
1369,Milk
1369,butter
1369,Rice
1370,Coffee
1370,butter
1371,detergent
1371,Canned beans
1371,Tea
1372,Bread
1372,Milk
1373,Milk
1373,Bread
1373,Tomato sauce
1374,Coffee
1374,Coffee
1374,detergent
1375,Eggs
1375,Eggs
1376,Coffee
1376,Coffee
1376,Eggs
1376,Eggs
1376,Bread
1377,Bread
1378,Coffee
1378,Bread
1379,detergent
1379,Sandwich
1380,Sandwich
1380,Canned beans
1380,Coffee
1381,detergent
1382,Bread
1383,detergent
1383,Coffee
1383,butter
1384,butter
1384,Coffee
1384,Coffee
1386,Coffee
1386,Coffee
1386,detergent
1386,Bread
1387,Bread
1388,Coffee
1388,Coffee
1388,Sandwich
1388,Canned beans
1389,Coffee
1389,Coffee
1389,detergent
1390,Bread
1391,Bread
1392,Bread
1393,Coffee
1394,Bread
1394,detergent
1395,Coffee
1395,Coffee
1395,Canned beans
1395,detergent
1396,Milk
1397,Coffee
1397,Eggs
1398,Bread
1399,Bread
1399,Sugar
1400,Fudge
1401,Coke
1402,Coke
1403,Sugar
1403,Rice
1404,Tea
1404,Bread
1404,Tomato sauce
1404,butter
1405,Tea
1406,Bread
1406,Tomato sauce
1407,Eggs
1408,Coffee
1408,Eggs
1409,Bread
1410,butter
1410,Coffee
1411,Coffee
1411,Bread
1411,Butter
1412,Bread
1412,Coffee
1413,Coke
1414,Bread
1415,Coffee
1415,Coffee
1416,Coffee
1417,butter
1418,Milk
1418,butter
1419,Bread
1419,Granola
1420,Tea
1420,Coffee
1420,butter
1421,Bread
1421,Mineral water
1422,Tea
1422,Eggs
1423,Sugar
1424,Tea
1424,Coffee
1424,butter
1425,Hot chocolate
1425,Coffee
1425,Cake
1426,Bread
1427,Bread
1427,Butter
1428,Milk
1429,Bread
1429,Coffee
1429,butter
1429,Cake
1430,Bread
1431,Coffee
1432,Bread
1433,Coffee
1433,Cake
1434,Coffee
1435,Coffee
1436,Coffee
1436,detergent
1437,Milk
1437,Bread
1438,Sandwich
1438,detergent
1438,Bread
1438,Cake
1439,Coffee
1439,Bread
1439,Fresh vegetables
1440,detergent
1441,Bread
1442,detergent
1442,Juice
1442,Sugar
1443,Coffee
1444,Canned beans
1445,Coffee
1445,detergent
1445,Sandwich
1445,Tea
1445,Cake
1446,Tea
1446,detergent
1447,Coffee
1447,Bread
1447,Sandwich
1448,detergent
1448,Coffee
1449,detergent
1449,Coffee
1450,Tea
1450,detergent
1451,Cake
1452,Coffee
1452,Tea
1452,Cake
1452,Rice
1453,Bread
1454,Coffee
1454,Bread
1455,Coffee
1455,Tea
1456,Tea
1456,detergent
1457,Coffee
1457,Tea
1457,Cake
1458,Bread
1458,Bread
1459,Canned beans
1460,Bread
1460,Mineral water
1460,Sugar
1461,Fudge
1462,Rice
1462,Hot chocolate
1462,Coffee
1463,Tea
1463,Rice
1464,Cake
1464,Coffee
1465,Snack foods 
1466,detergent
1466,Sandwich
1466,Tea
1467,Milk
1468,Coffee
1469,Bread
1470,Fresh vegetables
1470,Bread
1470,Coffee
1471,Eggs
1471,Eggs
1472,Bread
1473,Bread
1473,Milk
1474,Bread
1475,Coffee
1475,Eggs
1476,Siblings
1477,Siblings
1478,Bread
1478,Eggs
1479,Eggs
1479,butter
1480,Keeping It Local
1480,Tea
1482,Yogurt
1483,butter
1484,Yogurt
1485,Tea
1486,Tea
1486,Milk
1487,Coffee
1487,Rice
1488,Coffee
1490,Bread
1491,Yogurt
1491,Milk
1491,Coffee
1491,butter
1492,Coffee
1493,Coffee
1493,Keeping It Local
1494,Bread
1495,Butter
1496,coffee sweetner
1496,Eggs
1496,Coffee
1496,Bread
1497,Coffee
1497,Keeping It Local
1498,Coffee
1499,Bread
1500,Tea
1500,Rice
1501,Coffee
1501,Hot chocolate
1501,coffee sweetner
1502,Bread
1502,butter
1502,Bread
1503,Coffee
1504,Bread
1505,Tea
1506,Coffee
1506,Sandwich
1507,Bread
1508,detergent
1509,Coffee
1510,Tea
1511,Coffee
1511,detergent
1511,Art Tray
1511,butter
1512,Canned beans
1512,Mineral water
1512,coffee sweetner
1513,Bread
1514,Coffee
1514,Canned beans
1514,Canned beans
1514,coffee sweetner
1514,coffee sweetner
1514,Cake
1514,Bread
1515,Coffee
1516,Bread
1517,Cake
1518,Bread
1519,Fudge
1520,Rice
1521,Bread
1521,Coffee
1522,Coffee
1522,Canned beans
1522,Sandwich
1522,Bread
1523,detergent
1523,Coffee
1524,Coffee
1524,Canned beans
1524,Keeping It Local
1525,Bread
1526,Coffee
1526,Coffee
1527,Milk
1528,Coffee
1528,coffee sweetner
1529,Coffee
1530,detergent
1530,Sugar
1531,Coffee
1531,Coffee
1532,Bread
1533,Bread
1534,Bread
1534,Milk
1534,Coffee
1535,Coffee
1535,Coffee
1536,Coffee
1537,detergent
1538,Coffee
1538,Rice
1539,Cake
1539,Bread
1539,Hot chocolate
1540,Coffee
1540,Cake
1541,Cake
1541,coffee sweetner
1541,Coffee
1541,Tea
1542,Bread
1543,Coffee
1544,Coffee
1544,Tea
1544,Hot chocolate
1544,Sugar
1544,coffee sweetner
1544,Bread
1545,Hot chocolate
1545,Tea
1545,Sugar
1545,coffee sweetner
1546,Coffee
1547,Milk
1548,Coffee
1548,Cookies
1549,Bread
1549,Coffee
1550,Coffee
1550,Bread
1551,Coffee
1551,Eggs
1552,Coffee
1552,Coffee
1553,Coffee
1554,Eggs
1554,butter
1555,Coffee
1555,Tea
1555,butter
1555,Rice
1556,Coffee
1556,butter
1557,Bread
1557,Coffee
1557,Keeping It Local
1558,Bread
1558,Bread
1558,butter
1559,Coffee
1559,Eggs
1560,Bread
1561,Coffee
1562,Coffee
1562,Coffee
1563,Bread
1564,Bread
1564,Tea
1564,butter
1565,Coffee
1565,Cookies
1566,Bread
1566,Bread
1567,Coffee
1568,Coffee
1569,Tea
1569,Bread
1570,Coffee
1570,Coffee
1570,Eggs
1570,Bread
1571,Bread
1572,butter
1572,Coffee
1573,Coffee
1573,butter
1574,Coffee
1574,Bread
1574,coffee sweetner
1575,Coffee
1576,Bread
1577,Bread
1578,Yogurt
1579,Bread
1580,Coffee
1580,Tea
1581,Coffee
1582,Coffee
1583,Coffee
1583,detergent
1584,detergent
1585,Yogurt
1585,butter
1586,detergent
1587,Coffee
1588,Coffee
1588,Coffee
1588,Sugar
1589,Coffee
1589,Bread
1589,Sandwich
1590,Coffee
1591,Sandwich
1591,detergent
1591,Bread
1591,Tea
1592,detergent
1592,Art Tray
1592,Cooking oil
1592,Bread
1592,Rice
1593,Tea
1593,Sandwich
1594,Bread
1594,detergent
1595,detergent
1595,Tea
1597,Yogurt
1598,Mineral water
1598,Mineral water
1598,Coffee
1598,detergent
1598,Sandwich
1599,Bread
1599,Coffee
1599,Keeping It Local
1600,detergent
1600,Bread
1601,Art Tray
1601,Coffee
1601,Bread
1601,Canned beans
1601,Canned beans
1602,Bread
1603,Yogurt
1604,Sugar
1605,Yogurt
1606,Bread
1606,detergent
1606,coffee sweetner
1607,Coke
1607,Coffee
1607,Eggs
1607,Cake
1608,Milk
1608,coffee sweetner
1608,coffee sweetner
1609,Milk
1610,Hot chocolate
1610,butter
1611,Coke
1611,Coffee
1611,Sugar
1612,Yogurt
1613,Coffee
1613,butter
1614,Yogurt
1615,Yogurt
1616,Cookies
1616,Sugar
1616,Coffee
1616,Tea
1617,Tea
1617,Coffee
1617,Eggs
1617,Cookies
1617,Yogurt
1618,Bread
1618,Coffee
1619,Coffee
1620,Tea
1620,Coffee
1620,coffee sweetner
1621,Bread
1621,Hot chocolate
1621,Coffee
1622,Eggs
1622,Tea
1623,Coke
1624,Eggs
1625,Fudge
1625,Fudge
1626,Tea
1626,Rice
1627,coffee sweetner
1627,Coffee
1629,butter
1629,Bread
1630,butter
1630,Coffee
1631,Coffee
1632,Bread
1633,Bread
1634,Coffee
1634,Keeping It Local
1634,Tea
1635,Bread
1635,butter
1635,Eggs
1636,Yogurt
1636,Eggs
1636,Coffee
1637,Coffee
1637,butter
1638,Coffee
1639,Coffee
1640,Coffee
1640,Keeping It Local
1640,Eggs
1641,butter
1641,Bread
1641,Coffee
1642,Yogurt
1643,Bread
1643,Bread
1644,Bread
1644,Bread
1644,Tea
1644,Keeping It Local
1645,Bread
1645,Eggs
1645,Keeping It Local
1645,Coffee
1646,Bread
1646,Coffee
1646,Eggs
1646,Bread
1647,Coffee
1648,Bread
1649,Eggs
1649,butter
1649,Bread
1650,Bread
1650,butter
1651,Eggs
1651,Coffee
1652,Bread
1653,Bread
1654,Coffee
1654,Coffee
1655,Focaccia
1656,Coffee
1657,Hot chocolate
1657,butter
1658,Coffee
1658,Hot chocolate
1659,Bread
1660,Bread
1660,Coffee
1661,butter
1661,Milk
1661,Rice
1662,Focaccia
1662,Bread
1663,Bread
1664,Rice
1665,Caramel bites
1665,Coffee
1665,Eggs
1666,Fresh vegetables
1666,Tea
1666,Rice
1667,Bread
1668,Bread
1668,Focaccia
1668,Tea
1668,Coffee
1669,Butter
1670,Focaccia
1671,Coffee
1671,Eggs
1671,Rice
1672,Bread
1672,Coffee
1673,Coffee
1673,Rice
1674,Coffee
1675,Coffee
1676,Bread
1677,Coffee
1677,Coffee
1678,Coffee
1678,Coffee
1679,Coffee
1679,Coffee
1680,Coffee
1681,Tea
1682,Fudge
1683,Eggs
1683,Bread
1683,Tea
1683,Coffee
1683,Coffee
1683,Ella's Kitchen Pouches
1684,Buttermie Dodgers
1685,Bread
1686,Tea
1686,Coffee
1686,detergent
1686,Keeping It Local
1687,Coffee
1688,Coffee
1689,Coffee
1689,Rice
1690,Coffee
1690,Bread
1690,detergent
1691,Coffee
1691,Tea
1691,Eggs
1692,coffee sweetner
1693,Bread
1694,Coffee
1694,Coffee
1694,Fresh vegetables
1694,Eggs
1694,butter
1695,Tea
1695,Fresh vegetables
1696,Bread
1696,Coffee
1697,Eggs
1697,Coffee
1697,Bread
1698,Bread
1698,Eggs
1699,Focaccia
1700,Milk
1701,Canned beans
1701,Sandwich
1701,Coffee
1701,Mineral water
1702,Coffee
1702,Sandwich
1702,Sandwich
1703,Tea
1703,Milk
